address_id,street_name,street_number,postal_code,ward,latitude,longitude,,
38795,BRANT AVE,121,N1E 1G4,2,43.57676149280,-80.24914622880,,
38848,FULLER DR,17,N1E 7J4,1,43.57066069100,-80.21649516570,,
14787,YORK RD,78,N1E 3E6,1,43.54201288800,-80.23960916510,,
23590,PAISLEY RD,283,N1H 2P8,3,43.54074116750,-80.26355616070,,
27019,SPRUCEHAVEN CRT,1,NIG 4X7,5,43.52872345460,-80.21582673490,,
10773,MAGNOLIA LANE,16,NIG 4X7,5,43.53112468040,-80.20941348510,,
21617,SILVERCREEK PKY N,131,N1H 3T2,3,43.54132708470,-80.28034334930,,
46476,ELIZABETH ST,127,N1E 2X4,1,43.55038400100,-80.23811170770,,
42840,GORDON ST,570,,5,43.52929064750,-80.22774150070,,
31270,WILKIE CRES,75,,6,43.50923888690,-80.17909976420,,
10153,CLAIR RD E,32,,6,43.50139124260,-80.18839240230,,
29456,SCOTTSDALE DR,413,,5,43.51988964550,-80.24150907230,,
15088,SPEEDVALE AVE E,475,N1E 6J2,2,43.57022857780,-80.25118122770,,
21336,PARKSIDE DR,14,NIG 4X7,5,43.53070434710,-80.21016225890,,
26885,RICKSON AVE,234,,6,43.51227353600,-80.20947273790,,
45078,WOOLWICH ST,117,N1H 3V1,1,43.54787300730,-80.24904030200,,
36351,WATERFORD DR,112,,6,43.51748733680,-80.17867499160,,
20722,VILLAGE CROSSING W,5,NIG 4X7,5,43.52909804420,-80.21530373140,,
29058,SCOTTSDALE DR,34,N1G 2K8,5,43.52286685710,-80.24253238230,,
41356,SPEEDVALE AVE E,483,N1E 6J2,2,43.57033535360,-80.25114262430,,
19608,SCOTTSDALE DR,190,N1G 2K8,5,43.52242683320,-80.24170861490,,
4731,ELIZABETH ST,117,N1E 2X4,1,43.55008245670,-80.23837127380,,
43195,SCOTTSDALE DR,341,,5,43.51964814200,-80.24021092900,,
13265,VILLAGE CROSSING W,3,NIG 4X7,5,43.52915171680,-80.21522858740,,
37827,SCOTTSDALE DR,445,,5,43.51993602480,-80.23936264530,,
37803,GARDENVIEW CRT,3,NIG 4X7,5,43.52938113250,-80.21570780850,,
46845,KINGSBURY SQ,17,,6,43.51348577160,-80.17338339700,,
24784,SCOTTSDALE DR,254,N1G 2K8,5,43.52229707900,-80.24126482240,,
39381,CARDEN ST,20,,1,43.54386516980,-80.24910664200,,
19409,VILLAGE GREEN DR,7,NIG 4X7,5,43.53008380190,-80.21537735930,,
26118,ROEHAMPTON CRES,79,N1L 1M7,6,43.50423046920,-80.19292434870,,
31174,SCOTTSDALE DR,417,,5,43.51997279070,-80.24142702940,,
5930,WINTERBERRY LANE,8,NIG 4X7,5,43.53290528440,-80.20787462400,,
23466,MACDONELL ST,78,N1H 2Z6,1,43.54530966970,-80.24764246360,,
8334,MACDONELL ST,65,N1H 2Z7,1,43.54480694190,-80.24757439410,,
15025,CARDEN ST,46,N1H 3A2,1,43.54411770090,-80.24852121140,,
29707,MACDONELL ST,28,N1H 2Z3,1,43.54438454870,-80.24956503040,,
41181,GROVE ST,109,N1E 2W8,1,43.55071251910,-80.23999130490,,
13469,ROSEWOOD AVE,67,N1H 6A2,3,43.54174641450,-80.27333956880,,
13496,KORTRIGHT RD W,171,N1G 3N9,5,43.51471513650,-80.22092632970,,
45684,LIVERPOOL ST,47,N1H 4N8,3,43.54621093110,-80.25552543230,,
13671,CHERRY BLOSSOM CIR,33,NIG 4X7,5,43.52870004060,-80.21282796680,,
20771,BISHOP CRT,46,N1G 2R9,5,43.51088333430,-80.24658004670,,
23211,STEFFLER DR,81,N1G 3L5,5,43.51114154910,-80.23725305730,,
45814,WESTRA DR,20,N1K 1Z7,4,43.52312751770,-80.30243229030,,
45816,OLD COLONY TRAIL,10,N1G 4A4,6,43.50834613850,-80.23982411630,,
23259,COLLEGE AVE W,574,N1G 1T6,5,43.51344744030,-80.25578197370,,
23273,WALMAN DR,28,N1G 4G5,5,43.51559826480,-80.22856507830,,
22461,FERMAN DR,90,N1H 8E6,4,43.52753970470,-80.28947313360,,
44743,COLE RD,268,N1G 3K4,5,43.50944884060,-80.23646170370,,
20329,ERVIN CRES,23,N1G 3K6,5,43.51029032050,-80.23227065060,,
23892,QUEEN ST,39,N1E 4R5,1,43.55028405460,-80.24599321310,,
20506,DODDS AVE,18,N1E 5X3,1,43.54774161040,-80.22730553280,,
46842,KINGSBURY SQ,38,,6,43.51407466640,-80.17319536950,,
46843,KINGSBURY SQ,40,,6,43.51410911680,-80.17314563180,,
3047,MEMORIAL CRES,63,,3,43.53567121300,-80.26587789550,,
39026,NORWICH ST W,9,N1H 2G8,3,43.54865730070,-80.25597971620,,
41745,CHARTWELL CRES,55,N1G 2T8,5,43.51391990620,-80.25132146020,,
12388,IRONWOOD RD,379,N1G 3P2,6,43.50832750830,-80.22635261730,,
43533,SCOTTSDALE DR,650,N1G 3M2,5,43.51474982560,-80.23751426520,,
43608,WOODLAWN RD E,635,,2,43.58191089080,-80.25343364860,,
4598,THORNTON ST,9,N1E 7B4,1,43.55898641160,-80.22614618360,,
7887,NORTON DR,49,N1E 7K9,1,43.57609899560,-80.21450613490,,
7678,GORDON ST,1131,N1L 1H2,6,43.51862644200,-80.20701121070,,
20207,PAISLEY RD,338,N1H 2P9,3,43.53888276790,-80.26512779510,,
20261,COUNTRY CLUB DR,199,N1E 3K8,2,43.57679977200,-80.26715682110,,
13616,TROY CRES,65,N1E 6W8,1,43.56791220230,-80.23529252290,,
10312,DARBY RD,52,N1K 1R5,4,43.51941345760,-80.27940545660,,
10393,IRVING CRES,35,N1G 5J1,6,43.50316341160,-80.19857349550,,
7029,ELIZABETH ST,400,N1E 2Y1,1,43.55606220730,-80.22752909610,,
41105,YARMOUTH ST,86,N1H 3V6,1,43.54785810990,-80.25307020410,,
17803,STARWOOD DR,245,,1,43.56742423400,-80.22230463820,,
11192,WHITE PINE WAY,62,NIG 4X7,5,43.52878291550,-80.21213627920,,
26946,BROWN ST,16,N1L 1P3,6,43.51818748670,-80.18587423330,,
42031,DEERPATH DR,245,N1K 1T8,4,43.52523532880,-80.27257699230,,
42152,GAW CRES,17,N1L 1H8,6,43.51000711710,-80.19249157730,,
33275,MARKSAM RD,142,N1H 6T6,4,43.53749576450,-80.28878545700,,
5454,COLLEGE AVE W,682,N1G 1T8,5,43.51095941650,-80.25077198420,,
5717,WOOLWICH ST,400,N1H 3X1,3,43.55243657210,-80.26052557780,,
6395,JENSON BLVD,11,,6,43.51360137490,-80.18879692870,,
14820,SCOTTSDALE DR,246,N1G 2K8,5,43.52248173370,-80.24109965930,,
38998,WILLOW RD,495,N1H 7C7,4,43.53504540970,-80.28710909820,,
32960,OLD COLONY TRAIL,25,N1G 4A4,6,43.50939497060,-80.23987441850,,
33076,HOOD ST,36,N1E 5W3,1,43.54240853320,-80.23485826750,,
33203,CREEKSIDE DR,41,N1E 0C2,1,43.57023309580,-80.20960174930,,
36629,GOODWIN DR,87,N1L 1S5,6,43.50694908090,-80.18307757800,,
38673,CLAIR RD E,253,N1L 1H1,6,43.50532778280,-80.17859487790,,
38838,AIRPARK PL,21,,1,43.56270642150,-80.20081063590,,
17815,GORDON ST,363,N1G 1X8,5,43.53233303420,-80.23318843300,,
40336,WOODLAWN RD E,616,,2,43.58141478450,-80.25497040500,,
12651,ST CATHERINE ST,16,N1E 4L5,1,43.55475247590,-80.24851087580,,
5790,VILLAGE GREEN DR,3,NIG 4X7,5,43.53018252040,-80.21551878970,,
10892,QUEBEC ST,23,N1H 2T1,1,43.54540947470,-80.25102230200,,
28794,EAST RING RD,50,,5,43.53516254750,-80.22259725770,,
17827,ONTARIO ST,78,N1E 3B2,1,43.54494161030,-80.23711626270,,
42686,STEVENSON ST N,408,N1E 5C3,2,43.56542266430,-80.25756208210,,
20279,JANEFIELD AVE,57,N1G 2L4,5,43.51859413530,-80.24705022220,,
39742,SUFFOLK ST E,22,N1H 2H6,1,43.54815703890,-80.25359194270,,
39549,WHITE PINE WAY,26,NIG 4X7,5,43.52769179670,-80.21456850450,,
10124,HONEYSUCKLE DR,7,NIG 4X7,5,43.53087916520,-80.21270492000,,
2530,ASHCROFT CRT,5,NIG 4X7,5,43.52705574750,-80.21466392650,,
40758,SCOTTSDALE DR,617,,5,43.51409162400,-80.23944345170,,
39936,SCOTTSDALE DR,275,N1G 3A1,5,43.52050865670,-80.24211478550,,
39947,METCALFE ST,354,N1E 4Z7,2,43.56697664340,-80.26349157130,,
40116,SPEEDVALE AVE W,660,N1K 1E5,4,43.53353609190,-80.30140845480,,
40119,NORFOLK ST,187,N1H 4K1,1,43.54805698270,-80.25435619830,,
40127,COLONIAL DR,260,,6,43.51651038360,-80.17979844050,,
7311,MONTGOMERY ST,6,N1E 1P9,2,43.57230174620,-80.24880542250,,
7326,SPEEDVALE AVE W,255,N1H 1C5,3,43.54629260040,-80.28612955520,,
45011,METCALFE ST,327,N1E 4Z5,2,43.56594784520,-80.26113070100,,
43754,MCLACHLAN PL,52,N1H 8K4,4,43.52972040930,-80.29965098970,,
25168,CORK ST E,42,N1H 2W8,1,43.54514381190,-80.24979280610,,
31710,STARVIEW CRES,7,N1E 6Z9,1,43.56687001340,-80.22760569430,,
45388,SLEEMAN AVE,16,N1H 6E9,3,43.53584875340,-80.27189238180,,
45051,MUSKOKA DR,38,N1E 3M7,2,43.58029057570,-80.25368314610,,
45052,CHELTONWOOD AVE,23,N1E 4E1,2,43.56717167550,-80.24012787180,,
42697,BAILEY AVE,86,N1H 1H2,3,43.55727355080,-80.27584946080,,
42698,LONDON RD W,197,N1H 2C5,3,43.54574781290,-80.26338275020,,
42699,WOODBOROUGH RD,30,N1G 3K5,6,43.50944768030,-80.22890930190,,
42880,GREEN ST,28,N1H 2H1,3,43.54756473960,-80.25585021640,,
43498,DUFFERIN ST,73,N1H 4A2,2,43.55265691700,-80.25768839450,,
29615,DOYLE DR,96,N1G 5B4,6,43.49706592900,-80.19556585920,,
8367,SCOTTSDALE DR,176,N1G 2K8,5,43.52323667770,-80.24132332750,,
24859,WOODLAWN RD E,476,N1E 1B9,2,43.57753584530,-80.26110307070,,
19236,BISHOP CRT,43,N1G 2R8,5,43.51143283470,-80.24687751060,,
6784,QUEBEC ST,31,N1H 2T1,1,43.54544537340,-80.25079795110,,
5893,CORK ST E,38,N1H 2W8,1,43.54512368430,-80.24983548950,,
30001,BRANT AVE,64,N1E 1G2,2,43.57872900810,-80.25310274310,,
18806,WESTMOUNT RD,99,N1H 5J2,3,43.55096289340,-80.27022182510,,
26468,METCALFE ST,120,N1E 4Y1,1,43.55605390260,-80.24857310140,,
25062,BRENTWOOD DR,75,N1H 5M8,3,43.55635450520,-80.27898211060,,
24184,ARKELL RD,403,,6,43.52355960200,-80.18577651360,,
24188,CEDARVALE AVE,69,N1E 6Y3,1,43.55879362370,-80.22309935260,,
28579,STEVENSON ST N,197,N1E 5A9,1,43.55832552100,-80.24110270970,,
9250,SCOTTSDALE DR,104,N1G 2K8,5,43.52369037440,-80.24166884140,,
22375,SPEEDVALE AVE E,364,N1E 1N5,2,43.56793357390,-80.25786997290,,
15411,ALLAN AVE,69,N1H 3G3,3,43.53526604710,-80.25952008350,,
30315,PORTER DR,45,N1L 1M4,6,43.50582371730,-80.18881772970,,
16332,SOUTHGATE DR,395,N1G 3W6,6,43.50030720410,-80.22253572390,,
28735,PERIWINKLE WAY,75,N1L 1J9,6,43.51094478700,-80.18924570900,,
46432,SAMUEL DR,33,,6,43.51329449180,-80.17445199020,,
41779,SCOTTSDALE DR,210,N1G 2K8,5,43.52303291490,-80.24089436760,,
21847,HONEYSUCKLE DR,16,NIG 4X7,5,43.53144957400,-80.21263275070,,
37779,GARDENVIEW CRT,2,NIG 4X7,5,43.52983879430,-80.21591986750,,
40850,VICTORIA RD N,338,N1E 5J4,2,43.57327704630,-80.25428966310,,
14841,GOLFVIEW RD,8,N1E 1A4,2,43.57382500820,-80.26861675070,,
14851,MACDONELL ST,128,,1,43.54604238760,-80.24624986650,,
40727,EMMA ST,171,N1E 1V6,2,43.56496885900,-80.25270203600,,
39712,LEE ST,0,,1,43.56400492580,-80.21964051230,,
28903,VANCOUVER DR,108,N1E 2G3,1,43.56446369640,-80.24395655670,,
2599,HALL AVE,11,N1L 0B4,6,43.51194844340,-80.18281215670,,
2613,SUFFOLK ST W,41,N1H 2H9,3,43.54701871070,-80.25609337010,,
36045,KIMBERLEY DR,10,N1H 1L2,3,43.55258263270,-80.27424830710,,
30381,LANE ST,114,N1E 4N2,1,43.55732550940,-80.24472557330,,
30502,YEWHOLME DR,46,N1G 3A4,5,43.52050353940,-80.21611185100,,
30523,PINE RIDGE DR,62,N1L 1J1,6,43.51188977690,-80.19213450320,,
30756,VERMONT ST,2,N1E 1J3,2,43.57216320530,-80.25762765250,,
30772,WYNDHAM ST N,83,,1,43.54633077290,-80.24917532390,,
40377,WOODLAWN RD W,875,N1K 1B7,4,43.53844715670,-80.31597963730,,
33410,HAYES AVE,67,N1E 5V7,1,43.54866721010,-80.22607783440,,
43282,QUEENSDALE CRES,108,N1H 6W3,4,43.51616507690,-80.27814728810,,
10324,BASSWOOD DR,89,NIG 4X7,5,43.53320688600,-80.20767902300,,
33585,IMPERIAL RD S,320,N1K 1M2,4,43.52517632290,-80.27881858390,,
36046,STEFFLER DR,42,N1G 3N5,5,43.51188516150,-80.23464411660,,
26353,BASSWOOD DR,74,NIG 4X7,5,43.53329185160,-80.20885031600,,
14063,ARBORETUM RD,20,,5,43.53444580830,-80.22294400330,,
35228,WOOLWICH ST,737,N1H 3Z2,2,43.56338870160,-80.27399491980,,
24725,FOREST ST,16,N1G 1H6,5,43.53268541690,-80.24198720020,,
44819,GORDON ST,1437,,6,43.51125621040,-80.19701622870,,
17758,PARKSIDE DR,8,NIG 4X7,5,43.53091315680,-80.21050883880,,
20513,MASSEY RD,502,N1K 1B4,4,43.53254966050,-80.31233435740,,
33566,JENSON BLVD,32,N1L 1L1,6,43.51487338280,-80.18831877110,,
33659,ROBIN RD,53,N1L 1H4,6,43.52300394920,-80.20319937570,,
33671,NEEVE ST,98,N1E 5S1,1,43.54436450860,-80.24089735640,,
12313,OTTAWA CRES,75,N1E 2A8,1,43.56266344510,-80.24490309510,,
31377,SPEEDVALE AVE E,301,N1E 1N3,2,43.56450448050,-80.25944524640,,
35507,LINDEN PL,5,N1E 1W8,2,43.56460216900,-80.25217467720,,
2633,VICTORIA RD N,189,N1E 5H6,2,43.56587843810,-80.24284538450,,
32729,RODNEY BLVD,58,N1G 2H3,5,43.52894638540,-80.24233056040,,
32770,PORTER DR,61,N1L 1M4,6,43.50642558240,-80.18893278450,,
27823,SANDERSON DR,131,N1H 7K1,4,43.54036453570,-80.29068556410,,
27942,STARWOOD DR,235,,1,43.56706149820,-80.22197831750,,
27191,WESTERN AVE,52,N1H 6A8,3,43.53960222550,-80.27298726480,,
46446,SAMUEL DR,22,,6,43.51328717320,-80.17359848760,,
34488,STEVENSON ST N,346,N1E 5B8,2,43.56224651180,-80.25301093010,,
34088,AUDEN RD,331,N1E 6T2,1,43.56489909210,-80.22902632080,,
2267,RASPBERRY LANE,44,N1E 7H5,1,43.56379778770,-80.22577849560,,
2272,CHESTERTON LANE,49,N1E 6S8,1,43.56424718030,-80.22662358300,,
2400,AUDEN RD,255,N1E 6N5,1,43.56133067940,-80.22807435250,,
35230,LONDON RD E,19,N1H 2B2,2,43.55043647780,-80.25609788310,,
43991,MACALISTER BLVD,305,,6,43.53124815990,-80.20020042530,,
10397,LONDON RD W,182,N1H 2C3,3,43.54573826700,-80.26237691050,,
10401,WAVERLEY DR,27,N1E 1G6,2,43.56735099460,-80.26582090940,,
30613,ROSEWOOD AVE,38,N1H 5Z9,3,43.53958387800,-80.27164596200,,
21183,DELHI ST,36,N1E 4J6,2,43.55362416890,-80.25114076810,,
39075,OMAR ST,73,N1H 2V5,3,43.53902370150,-80.26310669240,,
16669,WAXWING CRES,57,N1C 1E3,6,43.49494912160,-80.24327169260,,
28834,IRONWOOD RD,163,N1G 3P5,5,43.51414749050,-80.23384525380,,
28024,GUELPH ST,53,N1H 5Y9,3,43.53972324130,-80.26906688190,,
8283,GORDON ST,220,N1G 1C9,5,43.53767520340,-80.23983994920,,
8353,WATER ST,262,N1G 1B7,5,43.53062949020,-80.25209821630,,
8125,KELLY CRT,5,N1K 1W3,4,43.52707459170,-80.27317905830,,
45646,TIFFANY ST W,60,N1H 1Y2,3,43.55076874500,-80.26199990640,,
11318,SEVERN DR,108,N1E 7K7,1,43.57432884520,-80.21631530500,,
11330,COLONIAL DR,174,N1L 1T7,6,43.51747108680,-80.18128804750,,
28734,STEPHANIE DR,299,N1K 1P2,4,43.52225639700,-80.28029420380,,
46846,KINGSBURY SQ,19,,6,43.51351792650,-80.17333676710,,
46848,KINGSBURY SQ,23,,6,43.51358794080,-80.17324200050,,
46849,KINGSBURY SQ,25,,6,43.51362581740,-80.17319073330,,
46850,KINGSBURY SQ,27,,6,43.51365910280,-80.17314568020,,
47043,ARLINGTON CR,25,,6,43.51169713540,-80.17460199390,,
47064,ARLINGTON CR,51,,6,43.51244132470,-80.17376293320,,
47065,ARLINGTON CR,53,,6,43.51241895590,-80.17369870720,,
47066,ARLINGTON CR,55,,6,43.51240078120,-80.17364652380,,
47067,ARLINGTON CR,57,,6,43.51237635380,-80.17357472340,,
47068,ARLINGTON CR,59,,6,43.51235328590,-80.17350849090,,
47071,ARLINGTON CR,46,,6,43.51229265870,-80.17333375460,,
40729,PEARTREE CRES,11,N1H 8K6,4,43.53000467330,-80.30080843860,,
13532,GORDON ST,358,N1G 1Y1,5,43.53295510180,-80.23270007950,,
13544,WOODLAWN RD W,905,N1K 1B7,4,43.53687854830,-80.31808903530,,
13606,BOWEN DR,21,N1E 7M3,2,43.58002393010,-80.26056846910,,
13868,DARLING CRES,24,N1L 1P8,6,43.50440172710,-80.18826701280,,
3460,GRANGE RD,262,N1E 6N9,1,43.55874486350,-80.23011538150,,
41185,WYNDHAM ST N,122,N1H 4E8,1,43.54670695760,-80.25020432830,,
19994,SCOTTSDALE DR,483,,5,43.51929030540,-80.24022234370,,
33348,APPLEWOOD CRES,4,N1H 1V6,3,43.54193725630,-80.27756791230,,
41919,SURREY ST E,122,N1H 3P9,1,43.54485326560,-80.24405714010,,
22533,LEWIS RD,21,N1H 1E9,4,43.54404985100,-80.29081623940,,
38827,ABERDEEN ST,7,N1H 2N1,3,43.54242783580,-80.26111244490,,
10977,STEPHEN DR,92,N1H 7R2,4,43.53699671740,-80.29079253600,,
43892,INKERMAN ST,11,N1H 3C6,3,43.53714448330,-80.25822888180,,
21946,YOUNGMAN DR,56,N1G 4L2,5,43.51937452710,-80.22593652990,,
21993,WOODLAWN RD W,775,N1K 1E9,4,43.54051588940,-80.31320364860,,
22156,COLE RD,165,N1G 4N9,5,43.51335340010,-80.23951789270,,
36200,WILTON RD,83,N1E 7L7,2,43.57899314530,-80.26599957260,,
37239,VALLEYHAVEN LANE,49,N1E 0A5,1,43.55880295800,-80.22143742780,,
36421,LOIS LANE,35,N1K 1W5,4,43.52455388090,-80.27062729760,,
9059,SCOTTSDALE DR,204,N1G 2K8,5,43.52316817830,-80.24107840370,,
6522,HURON ST,38,N1E 5L4,1,43.54940016930,-80.23830918060,,
11364,WILKIE CRES,17,N1L 0B1,6,43.50786466290,-80.18076724800,,
14473,ELMIRA RD N,120,,4,43.52559427600,-80.30674286970,,
19337,CLAIR RD W,3,N1L 0A6,6,43.50017199260,-80.19190541080,,
33128,CARDEN ST,24,N1H 3A2,1,43.54388431020,-80.24896977020,,
24084,WESTMOUNT RD,100,N1H 5H8,3,43.54995489470,-80.27202160660,,
11866,SCOTTSDALE DR,168,N1G 2K8,5,43.52301823210,-80.24154030360,,
38572,WILD ROSE CRT,9,NIG 4X7,5,43.52953299160,-80.21039681370,,
3396,LAUGHLAND LANE,36,,6,43.50987833430,-80.17699182420,,
44635,SANDERSON DR,16,N1H 6T8,4,43.53845434840,-80.28444758330,,
43222,SURREY ST W,59,N1H 3R5,5,43.53887407930,-80.24713831880,,
45271,PINE RIDGE DR,82,N1L 1J1,6,43.51102739480,-80.19331181990,,
45272,STEPHANIE DR,241,N1K 1L8,4,43.52422839720,-80.27519634560,,
19525,WOODLAWN RD E,482,N1E 1B9,2,43.57763041420,-80.26098629960,,
10488,GOLDIE AVE,19,N1H 6A3,3,43.53692157660,-80.26714518150,,
36737,BISHOP CRT,30,N1G 2R9,5,43.51194873970,-80.24624637450,,
35324,BISHOP CRT,28,N1G 2R9,5,43.51204419540,-80.24637602800,,
17353,BISHOP CRT,37,N1G 2R8,5,43.51163985790,-80.24662683410,,
10692,BISHOP CRT,16,N1G 2R9,5,43.51224483670,-80.24665685870,,
7830,SKYE PL,5,N1G 1M5,5,43.52437838910,-80.24787839000,,
10744,WILKIE CRES,58,,6,43.50859580190,-80.17875526080,,
31469,VILLAGE GREEN DR,24,NIG 4X7,5,43.53005447700,-80.21391319860,,
29875,SCOTTSDALE DR,475,,5,43.51944868710,-80.24005161320,,
12976,BERRY DR,6,N1C 1G8,6,43.49968958800,-80.22870795180,,
13028,SIDNEY CRES,14,N1G 4V1,6,43.51525580040,-80.21574507060,,
44768,DUBLIN ST N,56,N1H 4M9,3,43.54272447950,-80.25295258310,,
30442,CARRINGTON PL,67,N1G 5C3,6,43.51154212880,-80.20838959440,,
2549,BATHGATE DR,11,N1L 1A8,6,43.52188806350,-80.20944852820,,
45023,GROVE ST,154,N1E 2W7,1,43.55193780930,-80.23929646390,,
45495,MAC AVE,14,N1H 1M9,2,43.55756714320,-80.26554973120,,
35678,MITCHELL ST,24,N1E 4J1,2,43.55057721710,-80.25127311610,,
37186,PAISLEY ST,229,N1H 2P5,3,43.54128722490,-80.26147412510,,
36208,STONE RD E,579,N1L 1B7,1,43.54130325590,-80.20381397410,,
36270,BRIGHTON ST,6,N1E 3S9,2,43.56591185530,-80.26049277730,,
26637,SCOTTSDALE DR,38,N1G 2K8,5,43.52339708130,-80.24268642930,,
12631,SIDNEY CRES,35,N1G 4V3,6,43.51471527340,-80.21687052150,,
15959,KITCHENER AVE,24,N1E 1L4,2,43.56275796590,-80.26519518660,,
16189,MOHAWK DR,59,N1E 1H9,2,43.57664146500,-80.25344606320,,
14600,SUMMERFIELD DR,161,N1L 1L2,6,43.51495093080,-80.18662105220,,
14724,HANDS DR,75,N1G 4M8,5,43.52753310690,-80.20939805450,,
43678,TROY CRES,35,N1E 6W8,1,43.56782502320,-80.23359185510,,
43630,WILLOW RD,612,N1H 7M5,4,43.52947487490,-80.29081124540,,
43745,VICTORIA RD N,46,N1E 5H1,1,43.55836811680,-80.23335800900,,
44632,EDGEHILL DR,28,N1H 5E2,3,43.55109059970,-80.26938903090,,
45074,PEARTREE CRES,26,N1H 8K6,4,43.52940264650,-80.30130533320,,
22766,WHITE PINE WAY,82,NIG 4X7,5,43.53005027690,-80.21168714970,,
16223,MONTANA RD,70,N1E 3M2,2,43.57820021380,-80.25790526320,,
44634,WAVERLEY DR,17,N1E 1G6,2,43.56657165670,-80.26683165330,,
10428,MARSHALL DR,117,,1,43.57109578300,-80.20749444340,,
10599,MILSON CRES,145,N1C 1G5,6,43.49985154710,-80.23039584640,,
43225,WINDERMERE CRT,22,N1E 3L4,2,43.57619714700,-80.25965407150,,
6802,SCOTTSDALE DR,533,,5,43.51846413130,-80.24069775140,,
43226,VICTORIA RD N,81,N1E 5G9,1,43.56048357190,-80.23529002740,,
43227,AUDEN RD,379,N1E 6V5,1,43.56670276240,-80.23045013010,,
27303,CARNABY CRES,5,N1G 2R6,5,43.51257810340,-80.24883282480,,
17039,PHILIP AVE,41,N1E 1R5,2,43.56227483460,-80.25988342080,,
16974,SURREY ST E,101,N1H 3P7,1,43.54412063330,-80.24368273830,,
30704,WOODLAWN RD E,634,,2,43.58179961780,-80.25447611440,,
24970,DRIFTWOOD DR,3,NIG 4X7,5,43.53171218340,-80.20962136440,,
